E124,1742297.1400000043,9427.716900873951
E124,-4850938.890000004,-16821.122925815802
E124,-3899350.029999988,-37920.83510249661
E124,-18633670.37,-138749.19843928242
E124,16269191.2,-50715.231489311205
E124,-6461036.580000006,-85676.44583328399
E124,1605036.5500000007,-76991.45757177802
E124,9914905.239999998,-23341.068349586305
E124,-11079320.319999985,-83292.20586397138
E124,9828753.31000001,-30107.992007540623
E124,6771729.450000001,6534.407683197965
E124,4766864.590000004,32328.314375440197
E124,5739876.200000003,63387.26902634667
E124,-5034003.1499999985,36147.853035393724
E124,11603449.489999996,98935.09773310926
E124,418682.20999999344,101200.62251455509
E124,-8633530.069999933,54483.86250475466
E124,-9886925.000000002,984.8767231600384
E124,7873770.880000006,43590.515620658916
E124,2156662.8899999335,55260.40057354358
E124,15418112.760000028,138689.1102407317
E124,-3281984.190000005,120930.0167393419
E124,10194047.449999973,176090.86802368454
E124,5825682.82,207614.12953879262
E124,-2603254.520000007,193527.69957686285
E125,-24144782.380000003,59488.04887481624
E125,-2952311.9699999997,44374.17209371428
E125,-1956732.4900000002,34357.00112805958
E125,-415233.35000000335,32231.28211493502
E125,-8829590.339999996,-12970.357069005333
E125,-1900792.8600000031,-22701.154276198322
E125,-2291237.7800000003,-34430.770195861995
E125,1579797.8399999999,-26343.254331875905
E125,-4947809.150000004,-51672.7515494443
E125,-4065852.129999986,-72487.21449490353
E125,-19642859.75,-173045.61242395683
E125,15839647.609999996,-91957.13509965289
E125,-7335201.120000012,-129508.49383776121
E125,1572839.46,-121456.60025860976
E125,9806259.410000004,-71255.06400082001
E125,-11576926.589999989,-130521.24039515368
E125,7602450.120000001,-91601.74424578373
E125,4261299.370000003,-69786.72121975594
E125,3358896.3200000077,-52591.40256209492
E125,5695195.6000000015,-23435.783028203285
E125,-5189124.979999982,-50000.65704775276
E125,11412722.719999997,8424.90457301417
E125,-256869.29000000656,7109.904384226788
E125,-10647398.969999924,-47397.707855617504
E125,-10051898.340000004,-98856.75231660088
E125,7507042.410000008,-60425.68028621283
E125,1783051.7699999288,-51297.63927295071
E125,14202976.090000026,21412.16671316861
E125,-4748444.850000009,-2896.7176777849395
E125,8649735.189999975,41384.182572340454
E125,4875965.140000008,66345.8861672721
E125,5940313.670000017,96756.3474470385
E125,8049432.80999998,137964.09814694134
E125,-14329256.47999999,64607.82042147904
E125,-567420.1000000015,61703.006309127435
E126,-17219239.169999998,-20453.553307583476
E126,1308826.5099999998,-15271.873201886368
E126,-1956503.0900000003,-23017.72267905498
E126,65460.44000000006,-22758.56299893956
E126,-3470261.5700000003,-36497.423880382295
E126,-1355019.89,-41861.984846401305
E126,-11600.090000000317,-41907.90992135818
E126,-10436463.49,-83226.15556108564
E126,-2372984.0999999996,-92620.86479730486
E126,-7941259.18,-124060.52803211399
E126,-17204808.299999997,-192174.83669663095
E126,-19403873.909999996,-268995.30651803006
E126,-16026905.899999999,-332446.2672247395
E126,-1647521.9,-338968.8516831871
E126,-7841180.8,-370012.30186248873
E126,-2470905.8100000005,-379794.68583844317
E126,-10671243.080000002,-422042.43032422225
E126,-12771477.940000001,-472605.06231281743
E126,-8608144.829999998,-506684.9441548887
E126,-8520403.929999998,-540417.4573636748
E126,-12606671.380000003,-590327.6156541017
E126,-10473572.500000002,-631792.7768837794
E126,-17890121.490000002,-702620.2592926109
E126,-22712228.450000003,-792538.5956162028
E126,-23341751.499999993,-884949.2309873305
E126,82416.80000000028,-884622.940612195
E126,-16160093.060000002,-948601.1929439084
E126,-18645760.31,-1022420.2701980234
E126,-2400506.08,-1031923.9397090735
E126,-26173432.840000004,-1135545.279289693
E126,-19971213.769999996,-1214611.8632012869
E126,-19091763.089999996,-1290196.677712826
E126,-6005170.890000001,-1313971.3142244476
E126,-28098702.4,-1425214.848879001
E126,-26180846.86,-1528865.5407684592
E126,-10963724.899999999,-1572271.2288139022
E127,-36940168.65,-414459.7356848717
E127,-14985186.329999998,-428767.73231049284
E127,-31521388.85,-458864.6503846969
E127,-16999958.0,-475096.36992045946
E127,-1802615.0,-476817.5236498368
E127,-17267473.09,-493304.66910562007
E127,-20072738.46,-512470.3082794011
E127,-23127543.67,-534552.7041537049
E127,-4848679.17,-539182.2685565307
E127,-9761324.15,-548502.4725182384
E127,-10887819.159999998,-558898.2644937962
E127,-63484535.13,-619513.8947846722
E127,-32310399.04,-650364.167197454
E127,-18036032.2,-667585.140108586
E127,-15413253.55,-682301.8593356097
E127,-10930767.63,-692738.6589136294
E127,-29948303.66,-721333.5804764336
E127,-4642961.4,-725766.7236206797
E127,-28342887.430000003,-752828.7786914891
E127,-13008236.139999999,-765249.1647112339
E127,-29377146.35,-793298.7399110226
E127,-9953700.780000001,-802802.6268855586
E127,-11673707.94,-813948.7928481149
E127,-47577887.82,-859376.6069167267
E127,-58797870.17,-915517.3654938722
E127,-7270328.18,-922459.1431118351
E127,-4437968.33,-926696.5569478669
E127,-13288986.59,-939385.0061336466
E127,-11999553.54,-950842.2925349216
E127,-10483207.67,-960851.7576603409
E127,-5562186.87,-966162.5859152894
E127,-10533262.5,-976219.8438624305
E127,-8089133.550000001,-983943.4245366256
E127,-27522875.35,-1010222.5243731635
E127,-7242671.35,-1017137.8949901321
E127,-1599858.89,-1018665.4552817091
E128,-2158953.71,-2163018.450290551
E128,-97929.6,-2163216.5944837774
E128,-15028389.72,-2193624.031628046
E128,-186309.56,-2194000.9979125666
E128,-6589847.52,-2207334.4539905684
E128,-193917.6,-2207726.813873632
E128,-261621.3,-2208256.1608884195
E128,-18860731.800000004,-2246417.7023036107
E128,-112891.27999999998,-2246646.1189580024
E128,-89065.79999999999,-2246826.328732014
E128,-449882.58999999997,-2247736.591031076
E128,364576.29,-2246998.9317855407
E128,-7773412.52,-2262727.1340082847
E128,-7560734.16,-2278025.017082795
E128,151131.33999999997,-2277719.2280523535
E128,-16141423.83,-2310378.7038627616
E128,-13623571.590000002,-2337943.7260987815
E128,-3215800.5399999996,-2344450.3615141795
E128,42753.919999999984,-2344363.8560961476
E128,-5128552.98,-2354740.626680748
E128,331951.52000000025,-2354068.978209594
E128,-2764240.81,-2359661.95791319
E128,-2434737.6799999997,-2364588.2430539634
E128,-13084521.49,-2391062.587423708
E128,-40054670.370000005,-2472106.5245522023
E128,-2705558.91,-2477580.771229906
E128,-38966159.480000004,-2556422.288333021
E128,-14526856.95,-2585814.957663592
E128,-5960932.52,-2597875.9092558916
E128,-14725371.51,-2627670.239650481
E128,-5547735.09,-2638895.155239257
E128,-3243682.77,-2645458.20569126
E128,-1193167.9,-2647872.3817006517
E129,-3234492.41,-4473247.769646989
E129,-1177637.74,-4477263.207555264
E129,-1411693.2000000002,-4482076.713608607
E129,-7132130.1,-4506395.419266161
E129,-2071392.0,-4513458.3263700865
E129,-2360784.9399999976,-4521507.9880099725
E129,-8840702.680000005,-4551652.481066945
E129,-23883733.249999993,-4633089.789524106
E129,-3773858.2300000023,-4645957.662964709
E129,-12432656.82,-4688349.78390302
E129,-22536914.64,-4765194.791758331
E129,-14258040.230000002,-4813810.994596099
E129,-8275791.539999999,-4842029.287830057
E129,-2542370.3600000003,-4850698.108447523
E129,-9316145.850000001,-4882463.738857012
E129,-11923498.399999999,-4923119.762223429
E129,-9246816.68,-4954648.998224086
E129,-5788976.24,-4974387.89912259
E129,-6236158.489999999,-4995651.574998633
E129,-9085857.97,-5026631.983729369
E129,-11704704.700000001,-5066541.977576494
E129,-7818866.05,-5093202.273922714
E129,-9927694.179999996,-5127053.124823716
E129,-12847123.159999993,-5170858.468009252
E129,-21606784.43,-5244531.974155671
E129,-84466.96000000002,-5244819.984484876
E129,-9193178.35,-5276166.3277534945
E129,-6389023.37,-5297951.2330476735
E129,-4438672.499999999,-5313085.949958934
E129,-4368457.300000001,-5327981.251329881
E129,-13272652.9,-5373237.540074528
E129,-4366592.02,-5388126.481326597
E129,-3708928.350000004,-5400772.960791212
E129,-3127683.61,-5411437.54711186
E129,-5044199.800000002,-5428636.954370863
E129,-5392586.03,-5447024.267916448
E130,-973207.86,-2642477.789854206
E130,1313.0,-2642475.619285862
E130,156055.0,-2642217.639055127
E130,12913.080000000002,-2642196.2919700746
E130,17961.1,-2642166.599818447
E130,-210183.41000000003,-2642514.061704375
